sample_id,acid,conc_gL,day,inoc,T,feedstock,pH,rep,inoc_T,T_inoc,inoc_pH,T_pH,pH_inoc,feedstock_T
B_35_F_7_A_D4,ISOC4,0.082533459,13.7,B,35,F,7,A,B_35 ,35_B,B_pH_7,35_pH_7,pH_7_B,F_35
B_45_F_7_B_D4,ISOC4,0.082533459,13.7,B,45,F,7,B,B_45 ,45_B,B_pH_7,45_pH_7,pH_7_B,F_45
B_35_F_5_A_D4,ISOC5,0.086438326,13.7,B,35,F,5,A,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_45_F_5_D_D4,C5,0.088210848,13.7,B,45,Control,5,D,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,Control_45
B_45_F_9_C_D4,ISOC4,0.090161446,13.7,B,45,F,9,C,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_35_F_9_A_D4,C4,0.09377435,13.7,B,35,F,9,A,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_45_F_9_A_D4,ISOC4,0.095279812,13.7,B,45,F,9,A,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_45_F_7_B_D4,C2,0.095674842,13.7,B,45,F,7,B,B_45 ,45_B,B_pH_7,45_pH_7,pH_7_B,F_45
B_45_F_7_A_D4,ISOC4,0.099228506,13.7,B,45,F,7,A,B_45 ,45_B,B_pH_7,45_pH_7,pH_7_B,F_45
B_35_F_9_C_D4,ISOC4,0.103402267,13.7,B,35,F,9,C,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_45_F_5_C_D4,ISOC5,0.104957634,13.7,B,45,F,5,C,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_35_F_5_A_D4,ISOC4,0.11174979,13.7,B,35,F,5,A,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_35_F_5_C_D4,ISOC4,0.11174979,13.7,B,35,F,5,C,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_35_F_9_A_D4,ISOC5,0.114312592,13.7,B,35,F,9,A,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_45_F_5_A_D4,ISOC4,0.120097313,13.7,B,45,F,5,A,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_35_F_5_B_D4,ISOC4,0.124271075,13.7,B,35,F,5,B,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_35_F_5_C_D4,ISOC5,0.124539241,13.7,B,35,F,5,C,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_35_F_9_C_D4,ISOC5,0.124539241,13.7,B,35,F,9,C,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_45_F_9_C_D4,C3,0.127150786,13.7,B,45,F,9,C,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_45_F_7_A_D4,C2,0.129126461,13.7,B,45,F,7,A,B_45 ,45_B,B_pH_7,45_pH_7,pH_7_B,F_45
B_35_F_5_B_D4,ISOC5,0.132159424,13.7,B,35,F,5,B,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_45_F_9_C_D4,ISOC5,0.135617941,13.7,B,45,F,9,C,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
A_35_F_5_C_D4_2,C6,0.267787637,11.3,A,35,F,5,C,A_35 ,35_A,A_pH_5,35_pH_5,pH_5_A,F_35
B_45_F_9_A_D4,ISOC5,0.146330251,13.7,B,45,F,9,A,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_45_F_5_B_D4,C6,0.148186283,13.7,B,45,F,5,B,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_5_D_D4,C6,0.155902075,13.7,B,45,Control,5,D,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,Control_45
B_45_F_5_C_D4,C5,0.156867821,13.7,B,45,F,5,C,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_35_F_7_B_D4,C2,0.159582784,13.7,B,35,F,7,B,B_35 ,35_B,B_pH_7,35_pH_7,pH_7_B,F_35
B_35_F_7_B_D4,C3,0.163363322,13.7,B,35,F,7,B,B_35 ,35_B,B_pH_7,35_pH_7,pH_7_B,F_35
B_35_F_5_C_D2,C6,0.230952569,4.8,B,35,F,5,C,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_35_F_9_C_D4,C4,0.192765399,13.7,B,35,F,9,C,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_45_F_7_A_D4,C3,0.192916329,13.7,B,45,F,7,A,B_45 ,45_B,B_pH_7,45_pH_7,pH_7_B,F_45
B_45_F_9_A_D4,C4,0.194820814,13.7,B,45,F,9,A,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_45_F_9_B_D4,C3,0.217628362,13.7,B,45,F,9,B,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_45_F_5_A_D4,ISOC5,0.219791527,13.7,B,45,F,5,A,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_9_A_D4,C3,0.221326035,13.7,B,45,F,9,A,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_45_F_5_A_D4,C3,0.232925755,13.7,B,45,F,5,A,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_5_A_D4,C4,0.266340603,13.7,B,45,F,5,A,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_35_F_5_A_D4,C3,0.273580494,13.7,B,35,F,5,A,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_45_F_5_D_D4,C7,0.299416915,13.7,B,45,Control,5,D,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,Control_45
B_45_F_5_C_D4,C3,0.322766719,13.7,B,45,F,5,C,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_35_F_5_C_D4,C3,0.329722753,13.7,B,35,F,5,C,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_45_F_5_C_D4,C6,0.368686917,13.7,B,45,F,5,C,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_7_B_D4,C3,0.376830626,13.7,B,45,F,7,B,B_45 ,45_B,B_pH_7,45_pH_7,pH_7_B,F_45
B_35_F_5_B_D4,C3,0.389736892,13.7,B,35,F,5,B,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_45_F_5_A_D4,C2,0.431783968,13.7,B,45,F,5,A,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_5_A_D4,C5,0.488533341,13.7,B,45,F,5,A,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_5_C_D4,C7,0.488805987,13.7,B,45,F,5,C,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_35_F_7_A_D4,C3,0.496858904,13.7,B,35,F,7,A,B_35 ,35_B,B_pH_7,35_pH_7,pH_7_B,F_35
B_45_F_5_A_D4,C7,0.508504554,13.7,B,45,F,5,A,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_35_F_7_C_D4,C3,0.523962063,13.7,B,35,F,7,C,B_35 ,35_B,B_pH_7,35_pH_7,pH_7_B,F_35
B_45_F_5_B_D4,C2,0.569958167,13.7,B,45,F,5,B,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_35_F_5_A_D4,C2,0.63886542,13.7,B,35,F,5,A,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_35_F_9_C_D4,C3,0.643345028,13.7,B,35,F,9,C,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_45_F_5_A_D4,C6,0.651409438,13.7,B,45,F,5,A,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_35_F_5_C_D4,C4,0.698962805,13.7,B,35,F,5,C,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_35_F_9_B_D4,C3,0.719564874,13.7,B,35,F,9,B,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_35_F_9_A_D4,C3,0.726406222,13.7,B,35,F,9,A,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_35_F_5_C_D4,C2,0.901699571,13.7,B,35,F,5,C,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_45_F_5_C_D4,C2,0.931030737,13.7,B,45,F,5,C,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_35_F_5_A_D4,C4,0.940289475,13.7,B,35,F,5,A,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_35_F_5_B_D4,C2,1.299933133,13.7,B,35,F,5,B,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_35_F_5_B_D4,C4,1.422942816,13.7,B,35,F,5,B,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_45_F_9_B_D4,C2,1.711374854,13.7,B,45,F,9,B,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_45_F_9_C_D4,C2,1.720369469,13.7,B,45,F,9,C,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_35_F_9_C_D4,C2,2.574280531,13.7,B,35,F,9,C,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_45_F_9_A_D4,C2,2.727766388,13.7,B,45,F,9,A,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_35_F_9_A_D4,C2,3.72386763,13.7,B,35,F,9,A,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_35_F_9_B_D4,C2,3.82151927,13.7,B,35,F,9,B,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_35_F_9_C_D5,C4,0,20.7,B,35,F,9,C,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_35_F_7_B_D5,ISOC5,0.023138685,20.7,B,35,F,7,B,B_35 ,35_B,B_pH_7,35_pH_7,pH_7_B,F_35
B_45_F_9_C_D5,C4,0.025013933,20.7,B,45,F,9,C,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_45_F_5_C_D5,C4,0.050912404,20.7,B,45,F,5,C,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_35_F_9_C_D5,ISOC5,0.053505361,20.7,B,35,F,9,C,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_35_F_7_A_D5,C3,0.053813901,20.7,B,35,F,7,A,B_35 ,35_B,B_pH_7,35_pH_7,pH_7_B,F_35
B_35_F_5_B_D5,ISOC5,0.06063177,20.7,B,35,F,5,B,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_45_F_7_B_D5,C3,0.063208351,20.7,B,45,F,7,B,B_45 ,45_B,B_pH_7,45_pH_7,pH_7_B,F_45
B_45_F_5_B_D5,ISOC5,0.075008052,20.7,B,45,F,5,B,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_7_B_D5,ISOC4,0.078359698,20.7,B,45,F,7,B,B_45 ,45_B,B_pH_7,45_pH_7,pH_7_B,F_45
B_35_F_9_C_D5,ISOC4,0.090161446,20.7,B,35,F,9,C,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_35_F_5_C_D5,ISOC5,0.090925196,20.7,B,35,F,5,C,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_45_F_5_B_D5,C3,0.093538077,20.7,B,45,F,5,B,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_5_C_D5,ISOC4,0.095054744,20.7,B,45,F,5,C,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_9_B_D5,C4,0.095057527,20.7,B,45,F,9,B,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_35_F_7_C_D5,C3,0.095474017,20.7,B,35,F,7,C,B_35 ,35_B,B_pH_7,35_pH_7,pH_7_B,F_35
B_45_F_7_A_D5,ISOC5,0.097868601,20.7,B,45,F,7,A,B_45 ,45_B,B_pH_7,45_pH_7,pH_7_B,F_45
B_35_F_9_B_D5,ISOC4,0.099228506,20.7,B,35,F,9,B,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_45_F_9_B_D5,ISOC4,0.103402267,20.7,B,45,F,9,B,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_45_F_9_A_D5,ISOC4,0.105516545,20.7,B,45,F,9,A,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_45_F_7_A_D5,ISOC4,0.107576029,20.7,B,45,F,7,A,B_45 ,45_B,B_pH_7,45_pH_7,pH_7_B,F_45
B_45_F_9_C_D5,C3,0.10967091,20.7,B,45,F,9,C,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_35_F_9_A_D5,ISOC4,0.11174979,20.7,B,35,F,9,A,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_45_F_5_A_D5,ISOC4,0.115923552,20.7,B,45,F,5,A,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_35_F_5_C_D5,C5,0.117209754,20.7,B,35,F,5,C,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_45_F_9_C_D5,ISOC4,0.120097313,20.7,B,45,F,9,C,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_35_F_5_A_D5,ISOC5,0.124539241,20.7,B,35,F,5,A,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_35_F_5_B_D5,ISOC4,0.125990012,20.7,B,35,F,5,B,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_35_F_5_C_D5,ISOC4,0.125990012,20.7,B,35,F,5,C,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_45_F_5_B_D5,C5,0.127295818,20.7,B,45,F,5,B,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_35_F_9_B_D5,ISOC5,0.128349332,20.7,B,35,F,9,B,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_35_F_5_A_D5,ISOC4,0.128444837,20.7,B,35,F,5,A,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_45_F_5_B_D5,C6,0.140889334,20.7,B,45,F,5,B,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_35_F_9_A_D5,C4,0.149208878,20.7,B,35,F,9,A,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_45_F_9_B_D5,C3,0.149680336,20.7,B,45,F,9,B,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_45_F_9_B_D5,ISOC5,0.158830064,20.7,B,45,F,9,B,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_45_F_5_C_D5,C5,0.159394536,20.7,B,45,F,5,C,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_9_A_D5,ISOC5,0.161087386,20.7,B,45,F,9,A,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_45_F_5_C_D5,ISOC5,0.162640156,20.7,B,45,F,5,C,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_35_F_9_A_D5,ISOC5,0.166450247,20.7,B,35,F,9,A,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_45_F_5_B_D5,C2,0.168949817,20.7,B,45,F,5,B,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_9_C_D5,ISOC5,0.17407043,20.7,B,45,F,9,C,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_35_F_5_B_D5,C6,0.192952136,20.7,B,35,F,5,B,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_45_F_5_C_D5,C6,0.183898228,20.7,B,45,F,5,C,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_35_F_7_A_D5,C2,0.18498863,20.7,B,35,F,7,A,B_35 ,35_B,B_pH_7,35_pH_7,pH_7_B,F_35
B_35_F_5_B_D3_2,C6,0.190110462,10.7,B,35,F,5,B,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_35_F_9_B_D5,C4,0.195708407,20.7,B,35,F,9,B,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_45_F_7_A_D5,C3,0.204531969,20.7,B,45,F,7,A,B_45 ,45_B,B_pH_7,45_pH_7,pH_7_B,F_45
B_45_F_5_C_D5,C3,0.220019488,20.7,B,45,F,5,C,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_5_A_D5,ISOC5,0.223601619,20.7,B,45,F,5,A,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_5_A_D5,C4,0.223961285,20.7,B,45,F,5,A,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_5_A_D5,C3,0.227117935,20.7,B,45,F,5,A,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_9_A_D5,C4,0.240815903,20.7,B,45,F,9,A,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_45_F_9_A_D5,C3,0.27829796,20.7,B,45,F,9,A,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_45_F_7_A_D5,C2,0.280455215,20.7,B,45,F,7,A,B_45 ,45_B,B_pH_7,45_pH_7,pH_7_B,F_45
A_35_F_5_C_D4,C6,0.186605287,11.3,A,35,F,5,C,A_35 ,35_A,A_pH_5,35_pH_5,pH_5_A,F_35
B_35_F_5_A_D5,C3,0.306491474,20.7,B,35,F,5,A,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_45_F_5_C_D5,C7,0.310686929,20.7,B,45,F,5,C,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_5_A_D5,C2,0.320278571,20.7,B,45,F,5,A,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_5_B_D5,C4,0.352276442,20.7,B,45,F,5,B,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_5_A_D5,C6,0.353185653,20.7,B,45,F,5,A,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_5_A_D5,C5,0.36688833,20.7,B,45,F,5,A,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_35_F_5_B_D5,C3,0.400038465,20.7,B,35,F,5,B,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_35_F_5_C_D5,C3,0.400073946,20.7,B,35,F,5,C,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_45_F_5_C_D5,C2,0.415854626,20.7,B,45,F,5,C,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_35_F_7_B_D5,C3,0.50226787,20.7,B,35,F,7,B,B_35 ,35_B,B_pH_7,35_pH_7,pH_7_B,F_35
B_35_F_5_C_D5,C4,0.626270508,20.7,B,35,F,5,C,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_35_F_9_B_D5,C3,0.759501426,20.7,B,35,F,9,B,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_35_F_9_C_D5,C3,0.767454307,20.7,B,35,F,9,C,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_35_F_9_A_D5,C3,0.772407692,20.7,B,35,F,9,A,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_35_F_5_A_D5,C4,1.140414031,20.7,B,35,F,5,A,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_35_F_5_B_D5,C2,1.171697933,20.7,B,35,F,5,B,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_35_F_5_B_D5,C4,1.195951356,20.7,B,35,F,5,B,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_35_F_5_A_D5,C2,1.220286421,20.7,B,35,F,5,A,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_35_F_5_C_D5,C2,1.38022828,20.7,B,35,F,5,C,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_45_F_9_B_D5,C2,1.698166695,20.7,B,45,F,9,B,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_45_F_9_C_D5,C2,1.85746012,20.7,B,45,F,9,C,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_35_F_9_A_D5,C2,2.574280531,20.7,B,35,F,9,A,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_35_F_9_B_D5,C2,2.972514093,20.7,B,35,F,9,B,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_35_F_9_C_D5,C2,3.137957793,20.7,B,35,F,9,C,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_45_F_9_A_D5,C2,3.528564351,20.7,B,45,F,9,A,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_35_F_9_A_D6,C4,0,26.8,B,35,F,9,A,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_45_F_5_C_D6,C4,0.008114796,26.8,B,45,F,5,C,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_7_A_D6,ISOC5,0.058182841,26.8,B,45,F,7,A,B_45 ,45_B,B_pH_7,45_pH_7,pH_7_B,F_45
B_35_F_9_C_D6,ISOC5,0.06286032,26.8,B,35,F,9,C,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_35_F_5_C_D6,C5,0.063502172,26.8,B,35,F,5,C,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_35_F_9_C_D6,ISOC4,0.064569613,26.8,B,35,F,9,C,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_45_F_5_C_D6,ISOC4,0.064569613,26.8,B,45,F,5,C,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_5_B_D6,C5,0.065807663,26.8,B,45,F,5,B,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_9_C_D6,C4,0.06835976,26.8,B,45,F,9,C,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_45_F_7_B_D6,ISOC4,0.06968798,26.8,B,45,F,7,B,B_45 ,45_B,B_pH_7,45_pH_7,pH_7_B,F_45
B_45_F_9_B_D6,ISOC4,0.06968798,26.8,B,45,F,9,B,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_35_F_9_A_D6,ISOC4,0.074806346,26.8,B,35,F,9,A,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_45_F_9_A_D6,C6,0.076352843,26.8,B,45,F,9,A,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_35_F_9_A_D6,ISOC5,0.092768701,26.8,B,35,F,9,A,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_45_F_5_B_D6,ISOC5,0.094058509,26.8,B,45,F,5,B,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_5_A_D6,ISOC4,0.095279812,26.8,B,45,F,5,A,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_9_A_D6,ISOC4,0.095279812,26.8,B,45,F,9,A,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_45_F_9_C_D6,ISOC4,0.095279812,26.8,B,45,F,9,C,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_35_F_7_C_D6,C2,0.09886071,26.8,B,35,F,7,C,B_35 ,35_B,B_pH_7,35_pH_7,pH_7_B,F_35
B_35_F_9_B_D6,ISOC4,0.099228506,26.8,B,35,F,9,B,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_45_F_9_B_D6,C4,0.100180178,26.8,B,45,F,9,B,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_35_F_5_A_D6,ISOC5,0.104957634,26.8,B,35,F,5,A,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_45_F_5_B_D6,C3,0.110961537,26.8,B,45,F,5,B,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_5_B_D6,C6,0.117516897,26.8,B,45,F,5,B,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_35_F_9_C_D6,C4,0.11858383,26.8,B,35,F,9,C,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_45_F_7_A_D6,C2,0.120522129,26.8,B,45,F,7,A,B_45 ,45_B,B_pH_7,45_pH_7,pH_7_B,F_45
B_35_F_9_B_D6,ISOC5,0.124539241,26.8,B,35,F,9,B,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_45_F_5_C_D6,ISOC5,0.124905631,26.8,B,45,F,5,C,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_9_B_D6,ISOC5,0.124905631,26.8,B,45,F,9,B,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_35_F_5_B_D6,ISOC5,0.130261786,26.8,B,35,F,5,B,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_35_F_9_B_D6,C4,0.135082438,26.8,B,35,F,9,B,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_35_F_5_A_D6,ISOC4,0.141345111,26.8,B,35,F,5,A,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_35_F_5_B_D6,ISOC4,0.141345111,26.8,B,35,F,5,B,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_35_F_5_C_D6,ISOC5,0.143589698,26.8,B,35,F,5,C,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_45_F_5_C_D6,C5,0.149214993,26.8,B,45,F,5,C,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_9_B_D6,C3,0.157174833,26.8,B,45,F,9,B,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_45_F_9_C_D6,C3,0.159942648,26.8,B,45,F,9,C,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_45_F_9_A_D6,ISOC5,0.161087386,26.8,B,45,F,9,A,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_45_F_9_C_D6,ISOC5,0.165764865,26.8,B,45,F,9,C,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_35_F_5_C_D4,C6,0.183114307,13.7,B,35,F,5,C,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_35_F_5_C_D6,ISOC4,0.178529975,26.8,B,35,F,5,C,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_45_F_9_C_D6,C6,0.188521796,26.8,B,45,F,9,C,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_45_F_5_A_D6,ISOC5,0.19850722,26.8,B,45,F,5,A,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
