sample_id,acid,conc_gL,day,inoc,T,feedstock,pH,rep,inoc_T,T_inoc,inoc_pH,T_pH,pH_inoc,feedstock_T
B_45_F_7_B_D2,C4,0.376409109,4.8,B,45,F,7,B,B_45 ,45_B,B_pH_7,45_pH_7,pH_7_B,F_45
B_35_F_5_C_D2,C2,0.439536244,4.8,B,35,F,5,C,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_35_F_5_A_D2,C2,0.455677982,4.8,B,35,F,5,A,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_45_F_7_C_D2,C3,0.472982311,4.8,B,45,F,7,C,B_45 ,45_B,B_pH_7,45_pH_7,pH_7_B,F_45
B_45_F_5_A_D2,C5,0.492909377,4.8,B,45,F,5,A,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_35_F_7_C_D2,C4,0.505248654,4.8,B,35,F,7,C,B_35 ,35_B,B_pH_7,35_pH_7,pH_7_B,F_35
B_35_F_7_A_D2,C3,0.52331675,4.8,B,35,F,7,A,B_35 ,35_B,B_pH_7,35_pH_7,pH_7_B,F_35
B_35_F_7_B_D2,C3,0.539449583,4.8,B,35,F,7,B,B_35 ,35_B,B_pH_7,35_pH_7,pH_7_B,F_35
B_35_F_7_C_D2,C3,0.541005704,4.8,B,35,F,7,C,B_35 ,35_B,B_pH_7,35_pH_7,pH_7_B,F_35
B_45_F_7_A_D2,C4,0.558575641,4.8,B,45,F,7,A,B_45 ,45_B,B_pH_7,45_pH_7,pH_7_B,F_45
B_45_F_5_A_D2,C7,0.559529789,4.8,B,45,F,5,A,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_7_A_D2,C3,0.609552374,4.8,B,45,F,7,A,B_45 ,45_B,B_pH_7,45_pH_7,pH_7_B,F_45
B_35_F_9_B_D2,C3,0.627890818,4.8,B,35,F,9,B,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_45_F_5_C_D2,C2,0.628310655,4.8,B,45,F,5,C,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_35_F_9_A_D2,C3,0.670328448,4.8,B,35,F,9,A,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_35_F_9_C_D2,C3,0.68851696,4.8,B,35,F,9,C,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_45_F_7_B_D2,C3,0.70787636,4.8,B,45,F,7,B,B_45 ,45_B,B_pH_7,45_pH_7,pH_7_B,F_45
B_45_F_7_C_D2,C2,0.758335489,4.8,B,45,F,7,C,B_45 ,45_B,B_pH_7,45_pH_7,pH_7_B,F_45
B_35_F_5_C_D2,C4,0.828977459,4.8,B,35,F,5,C,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_35_F_7_A_D2,C4,0.869657279,4.8,B,35,F,7,A,B_35 ,35_B,B_pH_7,35_pH_7,pH_7_B,F_35
B_45_F_7_C_D2,C4,0.893201345,4.8,B,45,F,7,C,B_45 ,45_B,B_pH_7,45_pH_7,pH_7_B,F_45
B_35_F_7_B_D2,C4,0.910859394,4.8,B,35,F,7,B,B_35 ,35_B,B_pH_7,35_pH_7,pH_7_B,F_35
B_35_F_5_B_D2,C2,0.920748165,4.8,B,35,F,5,B,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_35_F_5_A_D2,C4,1.028579721,4.8,B,35,F,5,A,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_45_F_7_B_D2,C2,1.060992996,4.8,B,45,F,7,B,B_45 ,45_B,B_pH_7,45_pH_7,pH_7_B,F_45
B_35_F_5_B_D2,C4,1.253894603,4.8,B,35,F,5,B,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_45_F_7_A_D2,C2,1.324606394,4.8,B,45,F,7,A,B_45 ,45_B,B_pH_7,45_pH_7,pH_7_B,F_45
B_45_F_9_B_D2,C2,1.575531559,4.8,B,45,F,9,B,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_35_F_7_B_D2,C2,1.777813407,4.8,B,35,F,7,B,B_35 ,35_B,B_pH_7,35_pH_7,pH_7_B,F_35
B_45_F_9_C_D2,C2,1.868486478,4.8,B,45,F,9,C,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_35_F_7_A_D2,C2,1.937106832,4.8,B,35,F,7,A,B_35 ,35_B,B_pH_7,35_pH_7,pH_7_B,F_35
B_45_F_9_A_D2,C2,1.937106832,4.8,B,45,F,9,A,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_35_F_7_C_D2,C2,1.966138117,4.8,B,35,F,7,C,B_35 ,35_B,B_pH_7,35_pH_7,pH_7_B,F_35
B_35_F_9_C_D2,C2,2.89286738,4.8,B,35,F,9,C,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_35_F_9_A_D2,C2,3.16850254,4.8,B,35,F,9,A,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_35_F_9_B_D2,C2,3.333261072,4.8,B,35,F,9,B,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_45_F_5_B_D3_1,C4,0,9.7,B,45,F,5,B,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_5_B_D3_1,C3,0.034677575,9.7,B,45,F,5,B,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_5_B_D3_1,C5,0.046410067,9.7,B,45,F,5,B,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_5_C_D3_1,ISOC4,0.049214513,9.7,B,45,F,5,C,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_7_A_D3_1,ISOC5,0.055957595,9.7,B,45,F,7,A,B_45 ,45_B,B_pH_7,45_pH_7,pH_7_B,F_45
B_45_F_7_C_D3_1,ISOC4,0.074806346,9.7,B,45,F,7,C,B_45 ,45_B,B_pH_7,45_pH_7,pH_7_B,F_45
B_45_F_9_B_D3_1,ISOC4,0.074806346,9.7,B,45,F,9,B,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_45_F_5_C_D3_1,ISOC5,0.08205639,9.7,B,45,F,5,C,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_7_C_D3_1,ISOC5,0.08205639,9.7,B,45,F,7,C,B_45 ,45_B,B_pH_7,45_pH_7,pH_7_B,F_45
B_45_F_7_B_D3_1,ISOC4,0.099228506,9.7,B,45,F,7,B,B_45 ,45_B,B_pH_7,45_pH_7,pH_7_B,F_45
B_45_F_5_A_D3_1,ISOC4,0.107576029,9.7,B,45,F,5,A,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_5_C_D3_1,C4,0.110481199,9.7,B,45,F,5,C,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_9_C_D3_1,ISOC4,0.115923552,9.7,B,45,F,9,C,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_45_F_7_A_D3_1,ISOC4,0.120097313,9.7,B,45,F,7,A,B_45 ,45_B,B_pH_7,45_pH_7,pH_7_B,F_45
B_45_F_9_B_D3_1,C4,0.120399158,9.7,B,45,F,9,B,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_45_F_9_A_D3_1,ISOC4,0.128444837,9.7,B,45,F,9,A,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_45_F_9_B_D3_1,ISOC5,0.13302251,9.7,B,45,F,9,B,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_45_F_9_C_D3_1,C3,0.141936576,9.7,B,45,F,9,C,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_45_F_5_B_D3_1,C6,0.147286368,9.7,B,45,F,5,B,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_9_C_D3_1,C4,0.155094894,9.7,B,45,F,9,C,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_45_F_5_C_D3_1,C5,0.159011382,9.7,B,45,F,5,C,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_7_B_D3_1,C4,0.16098091,9.7,B,45,F,7,B,B_45 ,45_B,B_pH_7,45_pH_7,pH_7_B,F_45
B_45_F_5_C_D3_1,C3,0.163202774,9.7,B,45,F,5,C,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_5_A_D3_1,C3,0.164522543,9.7,B,45,F,5,A,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_9_A_D3_1,ISOC5,0.166450247,9.7,B,45,F,9,A,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_45_F_9_B_D3_1,C3,0.1688364,9.7,B,45,F,9,B,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_45_F_5_A_D3_1,ISOC5,0.193120887,9.7,B,45,F,5,A,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_7_C_D3_1,C2,0.194882707,9.7,B,45,F,7,C,B_45 ,45_B,B_pH_7,45_pH_7,pH_7_B,F_45
B_45_F_9_C_D3_1,ISOC5,0.196930979,9.7,B,45,F,9,C,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_45_F_7_A_D3_1,C2,0.224702516,9.7,B,45,F,7,A,B_45 ,45_B,B_pH_7,45_pH_7,pH_7_B,F_45
B_45_F_9_A_D3_1,C3,0.227117935,9.7,B,45,F,9,A,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_45_F_7_B_D3_1,C2,0.232667187,9.7,B,45,F,7,B,B_45 ,45_B,B_pH_7,45_pH_7,pH_7_B,F_45
B_45_F_9_A_D3_1,C4,0.242207936,9.7,B,45,F,9,A,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_45_F_5_A_D3_1,C4,0.258688782,9.7,B,45,F,5,A,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_5_C_D3_1,C6,0.384993537,9.7,B,45,F,5,C,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_5_B_D3_1,C2,0.442772539,9.7,B,45,F,5,B,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_5_A_D3_1,C5,0.464176374,9.7,B,45,F,5,A,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_5_A_D3_1,C7,0.464708329,9.7,B,45,F,5,A,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_5_A_D3_1,C2,0.495501338,9.7,B,45,F,5,A,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_7_C_D3_1,C3,0.497820509,9.7,B,45,F,7,C,B_45 ,45_B,B_pH_7,45_pH_7,pH_7_B,F_45
B_45_F_7_A_D3_1,C3,0.587202769,9.7,B,45,F,7,A,B_45 ,45_B,B_pH_7,45_pH_7,pH_7_B,F_45
B_45_F_5_A_D3_1,C6,0.587304656,9.7,B,45,F,5,A,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_5_C_D3_1,C2,0.623026397,9.7,B,45,F,5,C,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_7_B_D3_1,C3,0.623985628,9.7,B,45,F,7,B,B_45 ,45_B,B_pH_7,45_pH_7,pH_7_B,F_45
B_45_F_9_C_D3_1,C2,1.777813407,9.7,B,45,F,9,C,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_45_F_9_B_D3_1,C2,1.868486478,9.7,B,45,F,9,B,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_45_F_9_A_D3_1,C2,2.255693681,9.7,B,45,F,9,A,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_45_F_7_B_D3_2,C4,0,10.7,B,45,F,7,B,B_45 ,45_B,B_pH_7,45_pH_7,pH_7_B,F_45
B_45_F_5_B_D3,C4,0,10.7,B,45,F,5,B,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_35_F_9_C_D3_2,C4,0,10.7,B,35,F,9,C,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_45_F_7_C_D3_2,ISOC5,0.030117965,10.7,B,45,F,7,C,B_45 ,45_B,B_pH_7,45_pH_7,pH_7_B,F_45
B_35_F_9_C_D3_2,ISOC5,0.033850995,10.7,B,35,F,9,C,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_35_F_7_C_D3_2,ISOC5,0.034795444,10.7,B,35,F,7,C,B_35 ,35_B,B_pH_7,35_pH_7,pH_7_B,F_35
B_45_F_7_B_D3_2,ISOC5,0.044563305,10.7,B,45,F,7,B,B_45 ,45_B,B_pH_7,45_pH_7,pH_7_B,F_45
B_45_F_7_A_D3_2,ISOC5,0.045670348,10.7,B,45,F,7,A,B_45 ,45_B,B_pH_7,45_pH_7,pH_7_B,F_45
B_35_F_7_B_D3_2,ISOC4,0.05433288,10.7,B,35,F,7,B,B_35 ,35_B,B_pH_7,35_pH_7,pH_7_B,F_35
B_35_F_5_C_D3_2,ISOC5,0.055275615,10.7,B,35,F,5,C,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_35_F_5_C_D3_2,ISOC4,0.059451247,10.7,B,35,F,5,C,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_45_F_7_B_D3_2,ISOC4,0.064569613,10.7,B,45,F,7,B,B_45 ,45_B,B_pH_7,45_pH_7,pH_7_B,F_45
B_35_F_9_A_D3_2,ISOC4,0.06968798,10.7,B,35,F,9,A,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_45_F_9_B_D3_2,ISOC4,0.074806346,10.7,B,45,F,9,B,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_35_F_5_C_D3_2,C5,0.075966988,10.7,B,35,F,5,C,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_35_F_9_C_D3_2,ISOC4,0.079924713,10.7,B,35,F,9,C,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_45_F_7_C_D3_2,ISOC4,0.079924713,10.7,B,45,F,7,C,B_45 ,45_B,B_pH_7,45_pH_7,pH_7_B,F_45
B_45_F_5_B_D3,C5,0.08116476,10.7,B,45,F,5,B,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_35_F_9_A_D3_2,ISOC5,0.086247716,10.7,B,35,F,9,A,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_35_F_5_A_D3_2,ISOC4,0.086707221,10.7,B,35,F,5,A,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_45_F_9_B_D3_2,ISOC5,0.087412546,10.7,B,45,F,9,B,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_35_F_5_B_D3_2,ISOC4,0.090161446,10.7,B,35,F,5,B,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_35_F_9_B_D3_2,ISOC4,0.090880983,10.7,B,35,F,9,B,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_45_F_5_C_D3_2,ISOC4,0.090880983,10.7,B,45,F,5,C,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_35_F_7_A_D3_2,ISOC4,0.095054744,10.7,B,35,F,7,A,B_35 ,35_B,B_pH_7,35_pH_7,pH_7_B,F_35
B_45_F_5_C_D3_2,C4,0.097411934,10.7,B,45,F,5,C,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_35_F_5_A_D3_2,ISOC5,0.101678692,10.7,B,35,F,5,A,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_35_F_5_D_D3_2,C2,0.102843046,10.7,B,35,Control,5,D,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,Control_35
B_45_F_5_A_D3,ISOC4,0.103402267,10.7,B,45,F,5,A,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_35_F_9_B_D3_2,ISOC5,0.105488784,10.7,B,35,F,9,B,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_35_F_5_B_D3_2,ISOC5,0.114312592,10.7,B,35,F,5,B,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_45_F_7_A_D3_2,ISOC4,0.115923552,10.7,B,45,F,7,A,B_45 ,45_B,B_pH_7,45_pH_7,pH_7_B,F_45
B_45_F_9_C_D3_2,ISOC4,0.115923552,10.7,B,45,F,9,C,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_45_F_7_A_D3_2,C2,0.12116179,10.7,B,45,F,7,A,B_45 ,45_B,B_pH_7,45_pH_7,pH_7_B,F_45
B_35_F_7_B_D3_2,C2,0.130287293,10.7,B,35,F,7,B,B_35 ,35_B,B_pH_7,35_pH_7,pH_7_B,F_35
B_45_F_9_C_D3_2,C3,0.136128756,10.7,B,45,F,9,C,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
A_35_F_5_INOC_3_31,C6,0.323332884,54.1,A,35,F,5,INOC,A_35 ,35_A,A_pH_5,35_pH_5,pH_5_A,F_35
B_45_F_5_B_D3,C6,0.146344722,10.7,B,45,F,5,B,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_9_B_D3_2,C3,0.147449734,10.7,B,45,F,9,B,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_35_F_9_A_D3_2,C4,0.149444403,10.7,B,35,F,9,A,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_45_F_5_C_D3_2,ISOC5,0.151209881,10.7,B,45,F,5,C,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_9_A_D3_2,ISOC5,0.157042561,10.7,B,45,F,9,A,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_45_F_9_B_D3_2,C4,0.174218771,10.7,B,45,F,9,B,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_45_F_9_D_D3_2,C2,0.188586476,10.7,B,45,Control,9,D,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,Control_45
B_45_F_5_A_D3,ISOC5,0.189310796,10.7,B,45,F,5,A,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_35_F_5_C_D6,C6,0.315423251,26.8,B,35,F,5,C,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_45_F_7_C_D3_2,C2,0.19864344,10.7,B,45,F,7,C,B_45 ,45_B,B_pH_7,45_pH_7,pH_7_B,F_45
B_45_F_5_C_D3_2,C5,0.199472896,10.7,B,45,F,5,C,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_9_C_D3_2,C4,0.202771626,10.7,B,45,F,9,C,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_45_F_9_C_D3_2,ISOC5,0.204551162,10.7,B,45,F,9,C,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_45_F_9_A_D3_2,C3,0.239737687,10.7,B,45,F,9,A,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_45_F_5_A_D3,C3,0.243250768,10.7,B,45,F,5,A,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_9_A_D3_2,C4,0.255339316,10.7,B,45,F,9,A,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_45_F_5_A_D3,C4,0.255745774,10.7,B,45,F,5,A,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_35_F_9_B_D3_2,C4,0.260454587,10.7,B,35,F,9,B,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_45_F_5_C_D3_2,C3,0.266482048,10.7,B,45,F,5,C,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_35_F_7_A_D3_2,C2,0.296384557,10.7,B,35,F,7,A,B_35 ,35_B,B_pH_7,35_pH_7,pH_7_B,F_35
B_35_F_5_C_D3_2,C3,0.321598667,10.7,B,35,F,5,C,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_35_F_5_A_D3_2,C3,0.32326962,10.7,B,35,F,5,A,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_45_F_5_B_D3,C2,0.352137256,10.7,B,45,F,5,B,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_5_C_D3_2,C6,0.374714255,10.7,B,45,F,5,C,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_35_F_5_C_D5,C6,0.282959012,20.7,B,35,F,5,C,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_45_F_7_A_D3_2,C3,0.411032232,10.7,B,45,F,7,A,B_45 ,45_B,B_pH_7,45_pH_7,pH_7_B,F_45
B_35_F_5_B_D3_2,C3,0.417177314,10.7,B,35,F,5,B,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_45_F_5_A_D3,C5,0.450252692,10.7,B,45,F,5,A,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_35_F_7_B_D3_2,C3,0.452068187,10.7,B,35,F,7,B,B_35 ,35_B,B_pH_7,35_pH_7,pH_7_B,F_35
B_35_F_7_C_D3_2,C3,0.452068187,10.7,B,35,F,7,C,B_35 ,35_B,B_pH_7,35_pH_7,pH_7_B,F_35
B_45_F_5_A_D3,C7,0.471817034,10.7,B,45,F,5,A,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_7_C_D3_2,C3,0.486274924,10.7,B,45,F,7,C,B_45 ,45_B,B_pH_7,45_pH_7,pH_7_B,F_45
B_35_F_7_A_D3_2,C3,0.502666724,10.7,B,35,F,7,A,B_35 ,35_B,B_pH_7,35_pH_7,pH_7_B,F_35
B_45_F_5_A_D3,C2,0.519395352,10.7,B,45,F,5,A,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_5_C_D3_2,C2,0.591077393,10.7,B,45,F,5,C,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_5_A_D3,C6,0.615844181,10.7,B,45,F,5,A,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_35_F_9_C_D3_2,C3,0.733594288,10.7,B,35,F,9,C,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_45_F_7_B_D3_2,C3,0.738180714,10.7,B,45,F,7,B,B_45 ,45_B,B_pH_7,45_pH_7,pH_7_B,F_45
B_35_F_5_B_D3_2,C2,1.673183198,10.7,B,35,F,5,B,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_35_F_9_B_D3_2,C3,0.746595159,10.7,B,35,F,9,B,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_35_F_9_A_D3_2,C3,0.808502392,10.7,B,35,F,9,A,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_45_F_7_B_D3_2,C2,0.810114396,10.7,B,45,F,7,B,B_45 ,45_B,B_pH_7,45_pH_7,pH_7_B,F_45
B_35_F_5_C_D3_2,C2,0.822706858,10.7,B,35,F,5,C,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_35_F_5_A_D3_2,C4,1.322880538,10.7,B,35,F,5,A,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_35_F_5_B_D3_2,C4,1.291890707,10.7,B,35,F,5,B,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_35_F_5_C_D3_2,C4,0.745281658,10.7,B,35,F,5,C,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_45_F_9_B_D3_2,C2,1.459525624,10.7,B,45,F,9,B,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_35_F_5_A_D3_2,C6,0.140723663,10.7,B,35,F,5,A,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_45_F_9_C_D3_2,C2,1.698166695,10.7,B,45,F,9,C,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_45_F_9_A_D3_2,C2,2.655809465,10.7,B,45,F,9,A,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_35_F_9_B_D3_2,C2,2.813220668,10.7,B,35,F,9,B,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_35_F_9_C_D3_2,C2,2.817712541,10.7,B,35,F,9,C,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_35_F_9_A_D3_2,C2,3.235609432,10.7,B,35,F,9,A,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_45_F_5_B_D4,C4,0,13.7,B,45,F,5,B,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_5_D_D4,C4,0,13.7,B,45,Control,5,D,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,Control_45
B_45_F_5_B_D4,C5,0.007472878,13.7,B,45,F,5,B,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_7_C_D4,C3,0.012425464,13.7,B,45,F,7,C,B_45 ,45_B,B_pH_7,45_pH_7,pH_7_B,F_45
B_45_F_7_C_D4,ISOC5,0.01778253,13.7,B,45,F,7,C,B_45 ,45_B,B_pH_7,45_pH_7,pH_7_B,F_45
B_45_F_5_C_D4,C4,0.021161237,13.7,B,45,F,5,C,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_9_B_D4,ISOC5,0.02849484,13.7,B,45,F,9,B,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_35_F_9_B_D4,C4,0.032658313,13.7,B,35,F,9,B,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_35_F_5_C_D4,C5,0.035208686,13.7,B,35,F,5,C,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_45_F_9_C_D4,C4,0.036442606,13.7,B,45,F,9,C,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_45_F_9_B_D4,C4,0.052537952,13.7,B,45,F,9,B,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_45_F_5_C_D4,ISOC4,0.05433288,13.7,B,45,F,5,C,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_7_C_D4,ISOC4,0.059451247,13.7,B,45,F,7,C,B_45 ,45_B,B_pH_7,45_pH_7,pH_7_B,F_45
B_35_F_9_A_D4,ISOC4,0.074806346,13.7,B,35,F,9,A,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_35_F_9_B_D4,ISOC4,0.074806346,13.7,B,35,F,9,B,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_45_F_9_B_D4,ISOC4,0.074806346,13.7,B,45,F,9,B,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_35_F_9_B_D4,ISOC5,0.076892758,13.7,B,35,F,9,B,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
