sample_id,acid,conc_gL,day,T,pH
B_35_M_5_A_D4,C2,0.7,11.7,35.0,5.0
B_35_M_5_A_D4,C3,0.3,11.7,35.0,5.0
B_35_M_5_A_D4,C4,0.1,11.7,35.0,5.0
B_35_M_5_A_D5,C2,0.2,24.7,35.0,5.0
B_35_M_5_A_D5,C3,0.1,24.7,35.0,5.0
B_35_M_5_B_D0,C3,0.0,0.0,35.0,5.0
B_35_M_5_B_D1,C2,0.3,1.5,35.0,5.0
B_35_M_5_B_D1,C3,0.0,1.5,35.0,5.0
B_35_M_5_B_D2,C2,0.3,5.7,35.0,5.0
B_35_M_5_B_D2,C3,0.1,5.7,35.0,5.0
B_35_M_5_B_D3,C2,0.5,11.7,35.0,5.0
B_35_M_5_B_D3,C3,0.1,11.7,35.0,5.0
B_35_M_5_B_D3,C4,0.0,11.7,35.0,5.0
B_35_M_5_B_D4,C2,0.4,11.7,35.0,5.0
B_35_M_5_B_D4,C3,0.1,11.7,35.0,5.0
B_35_M_5_B_D5,C2,0.4,24.7,35.0,5.0
B_35_M_5_B_D5,C3,0.1,24.7,35.0,5.0
B_35_M_5_C_D0,C3,0.1,0.0,35.0,5.0
B_35_M_5_C_D1,C3,0.0,1.5,35.0,5.0
B_35_M_5_C_D2,C2,0.4,5.7,35.0,5.0
B_35_M_5_C_D2,C3,0.0,5.7,35.0,5.0
B_35_M_5_C_D4,C2,0.4,11.7,35.0,5.0
B_35_M_5_D_D0,C2,0.3,0.0,35.0,5.0
B_35_M_5_D_D0,C3,0.6,0.0,35.0,5.0
B_35_M_5_D_D0,C4,0.3,0.0,35.0,5.0
B_35_M_5_D_D4,C2,0.1,11.7,35.0,5.0
B_35_M_7_A_D1,C2,0.6,1.5,35.0,7.0
B_35_M_7_A_D1,C3,0.3,1.5,35.0,7.0
B_35_M_7_A_D1,C4,0.2,1.5,35.0,7.0
B_35_M_7_A_D2,C2,0.8,5.7,35.0,7.0
B_35_M_7_A_D2,C3,0.4,5.7,35.0,7.0
B_35_M_7_A_D3,C2,1.7,11.7,35.0,7.0
B_35_M_7_A_D3,C3,0.9,11.7,35.0,7.0
B_35_M_7_A_D4,C2,0.3,11.7,35.0,7.0
B_35_M_7_A_D4,C3,0.8,11.7,35.0,7.0
B_35_M_7_A_D5,C2,0.1,24.7,35.0,7.0
B_35_M_7_B_D0,C2,0.2,0.0,35.0,7.0
B_35_M_7_B_D1,C2,1.0,1.5,35.0,7.0
B_35_M_7_B_D1,C3,0.4,1.5,35.0,7.0
B_35_M_7_B_D1,C4,0.1,1.5,35.0,7.0
B_35_M_7_B_D2,C2,1.3,5.7,35.0,7.0
B_35_M_7_B_D2,C3,0.8,5.7,35.0,7.0
B_35_M_7_B_D2,C4,0.0,5.7,35.0,7.0
B_35_M_7_B_D3,C2,0.5,11.7,35.0,7.0
B_35_M_7_B_D3,C3,0.8,11.7,35.0,7.0
B_35_M_7_B_D3,C4,0.1,11.7,35.0,7.0
B_35_M_7_B_D4,C2,0.4,11.7,35.0,7.0
B_35_M_7_B_D4,C3,0.4,11.7,35.0,7.0
B_35_M_7_C_D0,C2,0.2,0.0,35.0,7.0
B_35_M_7_C_D1,C2,0.8,1.5,35.0,7.0
B_35_M_7_C_D1,C3,0.2,1.5,35.0,7.0
B_35_M_7_C_D1,ISOC5,0.0,1.5,35.0,7.0
B_35_M_7_C_D2,C2,0.9,5.7,35.0,7.0
B_35_M_7_C_D2,C3,0.6,5.7,35.0,7.0
B_35_M_7_C_D3,C2,0.5,11.7,35.0,7.0
B_35_M_7_C_D3,C3,0.6,11.7,35.0,7.0
B_35_M_7_C_D3,C4,0.0,11.7,35.0,7.0
B_35_M_7_C_D4,C2,0.4,11.7,35.0,7.0
B_35_M_7_C_D4,C3,0.2,11.7,35.0,7.0
B_35_M_7_D_D5,C2,0.3,24.7,35.0,7.0
B_35_M_9_A_D0,C2,0.6,0.0,35.0,9.0
B_35_M_9_A_D0,C3,0.0,0.0,35.0,9.0
B_35_M_9_A_D1,C2,0.5,1.5,35.0,9.0
B_35_M_9_A_D1,C3,0.1,1.5,35.0,9.0
B_35_M_9_A_D2,C2,1.1,5.7,35.0,9.0
B_35_M_9_A_D2,C3,0.2,5.7,35.0,9.0
B_35_M_9_A_D2,ISOC5,0.0,5.7,35.0,9.0
B_35_M_9_A_D3,C2,0.9,11.7,35.0,9.0
B_35_M_9_A_D3,C3,0.3,11.7,35.0,9.0
B_35_M_9_A_D3,ISOC5,0.1,11.7,35.0,9.0
B_35_M_9_A_D4,C2,1.6,11.7,35.0,9.0
B_35_M_9_A_D4,C3,0.3,11.7,35.0,9.0
B_35_M_9_A_D4,ISOC5,0.0,11.7,35.0,9.0
B_35_M_9_A_D5,C2,1.7,24.7,35.0,9.0
B_35_M_9_A_D5,C3,0.5,24.7,35.0,9.0
B_35_M_9_B_D0,C2,1.1,0.0,35.0,9.0
B_35_M_9_B_D0,C3,0.1,0.0,35.0,9.0
B_35_M_9_B_D1,C2,0.8,1.5,35.0,9.0
B_35_M_9_B_D1,C3,0.1,1.5,35.0,9.0
B_35_M_9_B_D1,ISOC5,0.0,1.5,35.0,9.0
B_35_M_9_B_D2,C2,0.7,5.7,35.0,9.0
B_35_M_9_B_D2,C3,0.2,5.7,35.0,9.0
B_35_M_9_B_D2,C4,0.1,5.7,35.0,9.0
B_35_M_9_B_D3,C2,0.4,11.7,35.0,9.0
B_35_M_9_B_D4,C2,0.9,11.7,35.0,9.0
B_35_M_9_B_D5,C2,0.6,24.7,35.0,9.0
B_35_M_9_C_D0,C2,0.8,0.0,35.0,9.0
B_35_M_9_C_D0,C3,0.0,0.0,35.0,9.0
B_35_M_9_C_D1,C2,0.9,1.5,35.0,9.0
B_35_M_9_C_D1,C3,0.1,1.5,35.0,9.0
B_35_M_9_C_D1,ISOC5,0.0,1.5,35.0,9.0
B_35_M_9_C_D2,C2,0.6,5.7,35.0,9.0
B_35_M_9_C_D2,C3,0.7,5.7,35.0,9.0
B_35_M_9_C_D2,C4,0.4,5.7,35.0,9.0
B_35_M_9_C_D2,ISOC5,0.1,5.7,35.0,9.0
B_35_M_9_C_D3,C2,1.7,11.7,35.0,9.0
B_35_M_9_C_D3,C3,0.3,11.7,35.0,9.0
B_35_M_9_C_D3,ISOC5,0.1,11.7,35.0,9.0
B_35_M_9_C_D4,C2,2.0,11.7,35.0,9.0
B_35_M_9_C_D4,C3,0.4,11.7,35.0,9.0
B_35_M_9_C_D4,ISOC5,0.0,11.7,35.0,9.0
B_35_M_9_C_D5,C2,3.2,24.7,35.0,9.0
B_35_M_9_C_D5,C3,0.6,24.7,35.0,9.0
B_35_M_9_C_D5,C4,0.0,24.7,35.0,9.0
B_35_M_9_C_D5,ISOC5,0.1,24.7,35.0,9.0
B_35_M_9_D_D0,C2,0.5,0.0,35.0,9.0
B_35_M_9_D_D1,C2,0.6,1.5,35.0,9.0
B_35_M_9_D_D1,C3,0.1,1.5,35.0,9.0
B_35_M_9_D_D2,C2,0.4,5.7,35.0,9.0
B_35_M_9_D_D3,C2,0.3,11.7,35.0,9.0
B_35_M_9_D_D4,C2,0.5,11.7,35.0,9.0
B_35_M_9_D_D4,ISOC5,0.1,11.7,35.0,9.0
B_35_M_9_D_D5,C2,0.3,24.7,35.0,9.0
B_35_M_9_D_D5,ISOC5,0.0,24.7,35.0,9.0
B_45_F_5_A_D0,C2,0.256561201,0.0,45.0,5.0
B_45_F_5_A_D0,C3,0.085149004,0.0,45.0,5.0
B_45_F_5_A_D0,C4,0.005590079,0.0,45.0,5.0
B_45_F_5_A_D0,C5,0.07497206,0.0,45.0,5.0
B_45_F_5_A_D0,C6,0.166744888,0.0,45.0,5.0
B_45_F_5_A_D0,C7,0.332924845,0.0,45.0,5.0
B_45_F_5_A_D0,ISOC5,0.063577777,0.0,45.0,5.0
B_45_F_5_A_D1,C2,0.265040706,1.7,45.0,5.0
B_45_F_5_A_D1,C3,0.123230423,1.7,45.0,5.0
B_45_F_5_A_D1,C4,0.0,1.7,45.0,5.0
B_45_F_5_A_D1,C5,0.039146234,1.7,45.0,5.0
B_45_F_5_A_D1,C6,0.17432205,1.7,45.0,5.0
B_45_F_5_A_D1,C7,0.387615481,1.7,45.0,5.0
B_45_F_5_A_D2,C2,0.276764752,4.8,45.0,5.0
B_45_F_5_A_D2,C3,0.248196031,4.8,45.0,5.0
B_45_F_5_A_D2,C4,0.210560439,4.8,45.0,5.0
B_45_F_5_A_D2,C5,0.492909377,4.8,45.0,5.0
B_45_F_5_A_D2,C6,0.366348262,4.8,45.0,5.0
B_45_F_5_A_D2,C7,0.559529789,4.8,45.0,5.0
B_45_F_5_A_D2,ISOC4,0.059451247,4.8,45.0,5.0
B_45_F_5_A_D2,ISOC5,0.13302251,4.8,45.0,5.0
B_45_F_5_A_D3,C2,0.507448345,10.2,45.0,5.0
B_45_F_5_A_D3,C3,0.2038866555,10.2,45.0,5.0
B_45_F_5_A_D3,C4,0.257217278,10.2,45.0,5.0
B_45_F_5_A_D3,C5,0.45721453300000003,10.2,45.0,5.0
B_45_F_5_A_D3,C6,0.6015744185,10.2,45.0,5.0
B_45_F_5_A_D3,C7,0.4682626815,10.2,45.0,5.0
B_45_F_5_A_D3,ISOC4,0.105489148,10.2,45.0,5.0
B_45_F_5_A_D3,ISOC5,0.19121584149999998,10.2,45.0,5.0
B_45_F_5_A_D4,C2,0.431783968,13.7,45.0,5.0
B_45_F_5_A_D4,C3,0.232925755,13.7,45.0,5.0
B_45_F_5_A_D4,C4,0.266340603,13.7,45.0,5.0
B_45_F_5_A_D4,C5,0.488533341,13.7,45.0,5.0
B_45_F_5_A_D4,C6,0.651409438,13.7,45.0,5.0
B_45_F_5_A_D4,C7,0.508504554,13.7,45.0,5.0
B_45_F_5_A_D4,ISOC4,0.120097313,13.7,45.0,5.0
B_45_F_5_A_D4,ISOC5,0.219791527,13.7,45.0,5.0
B_45_F_5_A_D5,C2,0.320278571,20.7,45.0,5.0
B_45_F_5_A_D5,C3,0.227117935,20.7,45.0,5.0
B_45_F_5_A_D5,C4,0.223961285,20.7,45.0,5.0
B_45_F_5_A_D5,C5,0.36688833,20.7,45.0,5.0
B_45_F_5_A_D5,C6,0.353185653,20.7,45.0,5.0
B_45_F_5_A_D5,ISOC4,0.115923552,20.7,45.0,5.0
B_45_F_5_A_D5,ISOC5,0.223601619,20.7,45.0,5.0
B_45_F_5_A_D6,C2,0.618545491,26.8,45.0,5.0
B_45_F_5_A_D6,C3,0.284455173,26.8,45.0,5.0
B_45_F_5_A_D6,C4,0.203904237,26.8,45.0,5.0
B_45_F_5_A_D6,C5,0.459238734,26.8,45.0,5.0
B_45_F_5_A_D6,C6,0.56950803,26.8,45.0,5.0
B_45_F_5_A_D6,C7,0.601313275,26.8,45.0,5.0
B_45_F_5_A_D6,ISOC4,0.095279812,26.8,45.0,5.0
B_45_F_5_A_D6,ISOC5,0.19850722,26.8,45.0,5.0
B_45_F_5_B_D0,C2,0.272236399,0.0,45.0,5.0
B_45_F_5_B_D0,C3,0.031156635,0.0,45.0,5.0
B_45_F_5_B_D0,C4,0.0,0.0,45.0,5.0
B_45_F_5_B_D0,C5,0.052554981,0.0,45.0,5.0
B_45_F_5_B_D0,C6,0.164267468,0.0,45.0,5.0
B_45_F_5_B_D0,C7,0.382737901,0.0,45.0,5.0
B_45_F_5_B_D1,C2,0.210173553,1.7,45.0,5.0
B_45_F_5_B_D1,C4,0.0,1.7,45.0,5.0
B_45_F_5_B_D1,C6,0.156030811,1.7,45.0,5.0
B_45_F_5_B_D1,C7,0.377124014,1.7,45.0,5.0
B_45_F_5_B_D2,C2,0.335198706,4.8,45.0,5.0
B_45_F_5_B_D2,C3,0.003760844,4.8,45.0,5.0
B_45_F_5_B_D2,C4,0.0,4.8,45.0,5.0
B_45_F_5_B_D2,C5,0.042829626,4.8,45.0,5.0
B_45_F_5_B_D2,C6,0.156929229,4.8,45.0,5.0
B_45_F_5_B_D2,C7,0.373487446,4.8,45.0,5.0
B_45_F_5_B_D3,C2,0.3974548975,10.2,45.0,5.0
B_45_F_5_B_D3,C3,0.034677575,9.7,45.0,5.0
B_45_F_5_B_D3,C4,0.0,10.2,45.0,5.0
B_45_F_5_B_D3,C5,0.0637874135,10.2,45.0,5.0
B_45_F_5_B_D3,C6,0.146815545,10.2,45.0,5.0
B_45_F_5_B_D4,C2,0.569958167,13.7,45.0,5.0
B_45_F_5_B_D4,C4,0.0,13.7,45.0,5.0
B_45_F_5_B_D4,C5,0.007472878,13.7,45.0,5.0
B_45_F_5_B_D4,C6,0.148186283,13.7,45.0,5.0
B_45_F_5_B_D5,C2,0.168949817,20.7,45.0,5.0
B_45_F_5_B_D5,C3,0.093538077,20.7,45.0,5.0
B_45_F_5_B_D5,C4,0.352276442,20.7,45.0,5.0
B_45_F_5_B_D5,C5,0.127295818,20.7,45.0,5.0
B_45_F_5_B_D5,C6,0.140889334,20.7,45.0,5.0
B_45_F_5_B_D5,ISOC5,0.075008052,20.7,45.0,5.0
B_45_F_5_B_D6,C2,0.232667187,26.8,45.0,5.0
B_45_F_5_B_D6,C3,0.110961537,26.8,45.0,5.0
B_45_F_5_B_D6,C4,0.457636134,26.8,45.0,5.0
B_45_F_5_B_D6,C5,0.065807663,26.8,45.0,5.0
B_45_F_5_B_D6,C6,0.117516897,26.8,45.0,5.0
B_45_F_5_B_D6,ISOC5,0.094058509,26.8,45.0,5.0
B_45_F_5_C_D0,C2,0.535324694,0.0,45.0,5.0
B_45_F_5_C_D0,C3,0.119995923,0.0,45.0,5.0
B_45_F_5_C_D0,C4,0.047380795,0.0,45.0,5.0
B_45_F_5_C_D0,C5,0.171811173,0.0,45.0,5.0
B_45_F_5_C_D0,C6,0.251782935,0.0,45.0,5.0
B_45_F_5_C_D0,C7,0.361948238,0.0,45.0,5.0
B_45_F_5_C_D0,ISOC4,0.072099055,0.0,45.0,5.0
B_45_F_5_C_D0,ISOC5,0.105488784,0.0,45.0,5.0
B_45_F_5_C_D1,C2,0.550189343,1.7,45.0,5.0
B_45_F_5_C_D1,C3,0.090845038,1.7,45.0,5.0
B_45_F_5_C_D1,C4,0.0,1.7,45.0,5.0
B_45_F_5_C_D1,C5,0.058157155,1.7,45.0,5.0
B_45_F_5_C_D1,C6,0.166318069,1.7,45.0,5.0
B_45_F_5_C_D1,C7,0.492001687,1.7,45.0,5.0
B_45_F_5_C_D2,C2,0.628310655,4.8,45.0,5.0
B_45_F_5_C_D2,C3,0.293348925,4.8,45.0,5.0
B_45_F_5_C_D2,C4,0.339448714,4.8,45.0,5.0
B_45_F_5_C_D2,C5,0.202095053,4.8,45.0,5.0
B_45_F_5_C_D2,C6,0.312700558,4.8,45.0,5.0
B_45_F_5_C_D2,ISOC4,0.059451247,4.8,45.0,5.0
B_45_F_5_C_D2,ISOC5,0.058182841,4.8,45.0,5.0
B_45_F_5_C_D3,C2,0.6070518949999999,10.2,45.0,5.0
B_45_F_5_C_D3,C3,0.214842411,10.2,45.0,5.0
B_45_F_5_C_D3,C4,0.1039465665,10.2,45.0,5.0
B_45_F_5_C_D3,C5,0.17924213900000002,10.2,45.0,5.0
B_45_F_5_C_D3,C6,0.37985389599999997,10.2,45.0,5.0
B_45_F_5_C_D3,ISOC4,0.07004774799999999,10.2,45.0,5.0
B_45_F_5_C_D3,ISOC5,0.1166331355,10.2,45.0,5.0
B_45_F_5_C_D4,C2,0.931030737,13.7,45.0,5.0
B_45_F_5_C_D4,C3,0.322766719,13.7,45.0,5.0
B_45_F_5_C_D4,C4,0.021161237,13.7,45.0,5.0
B_45_F_5_C_D4,C5,0.156867821,13.7,45.0,5.0
B_45_F_5_C_D4,C6,0.368686917,13.7,45.0,5.0
B_45_F_5_C_D4,C7,0.488805987,13.7,45.0,5.0
B_45_F_5_C_D4,ISOC4,0.05433288,13.7,45.0,5.0
B_45_F_5_C_D4,ISOC5,0.104957634,13.7,45.0,5.0
B_45_F_5_C_D5,C2,0.415854626,20.7,45.0,5.0
B_45_F_5_C_D5,C3,0.220019488,20.7,45.0,5.0
B_45_F_5_C_D5,C4,0.050912404,20.7,45.0,5.0
B_45_F_5_C_D5,C5,0.159394536,20.7,45.0,5.0
B_45_F_5_C_D5,C6,0.183898228,20.7,45.0,5.0
B_45_F_5_C_D5,C7,0.310686929,20.7,45.0,5.0
B_45_F_5_C_D5,ISOC4,0.095054744,20.7,45.0,5.0
B_45_F_5_C_D5,ISOC5,0.162640156,20.7,45.0,5.0
B_45_F_5_C_D6,C2,0.503398013,26.8,45.0,5.0
B_45_F_5_C_D6,C3,0.21773005,26.8,45.0,5.0
B_45_F_5_C_D6,C4,0.008114796,26.8,45.0,5.0
B_45_F_5_C_D6,C5,0.149214993,26.8,45.0,5.0
B_45_F_5_C_D6,C6,0.339807537,26.8,45.0,5.0
B_45_F_5_C_D6,ISOC4,0.064569613,26.8,45.0,5.0
B_45_F_5_C_D6,ISOC5,0.124905631,26.8,45.0,5.0
B_45_F_5_D_D2,C4,0.0,4.8,45.0,5.0
B_45_F_5_D_D4,C4,0.0,13.7,45.0,5.0
B_45_F_5_D_D4,C5,0.088210848,13.7,45.0,5.0
B_45_F_5_D_D4,C6,0.155902075,13.7,45.0,5.0
B_45_F_5_D_D4,C7,0.299416915,13.7,45.0,5.0
B_45_F_7_A_D0,C2,0.163491499,0.0,45.0,7.0
B_45_F_7_A_D1,C2,0.670724105,1.7,45.0,7.0
B_45_F_7_A_D1,C3,0.295521147,1.7,45.0,7.0
B_45_F_7_A_D1,C4,0.769595001,1.7,45.0,7.0
B_45_F_7_A_D1,ISOC4,0.086707221,1.7,45.0,7.0
B_45_F_7_A_D1,ISOC5,0.094058509,1.7,45.0,7.0
B_45_F_7_A_D2,C2,1.324606394,4.8,45.0,7.0
B_45_F_7_A_D2,C3,0.609552374,4.8,45.0,7.0
B_45_F_7_A_D2,C4,0.558575641,4.8,45.0,7.0
B_45_F_7_A_D2,ISOC4,0.079924713,4.8,45.0,7.0
B_45_F_7_A_D2,ISOC5,0.08205639,4.8,45.0,7.0
B_45_F_7_A_D3,C2,0.172932153,10.2,45.0,7.0
B_45_F_7_A_D3,C3,0.49911750050000003,10.2,45.0,7.0
B_45_F_7_A_D3,ISOC4,0.1180104325,10.2,45.0,7.0
B_45_F_7_A_D3,ISOC5,0.0508139715,10.2,45.0,7.0
B_45_F_7_A_D4,C2,0.129126461,13.7,45.0,7.0
B_45_F_7_A_D4,C3,0.192916329,13.7,45.0,7.0
B_45_F_7_A_D4,ISOC4,0.099228506,13.7,45.0,7.0
B_45_F_7_A_D5,C2,0.280455215,20.7,45.0,7.0
B_45_F_7_A_D5,C3,0.204531969,20.7,45.0,7.0
B_45_F_7_A_D5,ISOC4,0.107576029,20.7,45.0,7.0
B_45_F_7_A_D5,ISOC5,0.097868601,20.7,45.0,7.0
B_45_F_7_A_D6,C2,0.120522129,26.8,45.0,7.0
B_45_F_7_A_D6,ISOC5,0.058182841,26.8,45.0,7.0
B_45_F_7_B_D1,C2,0.70258279,1.7,45.0,7.0
B_45_F_7_B_D1,C3,0.451041658,1.7,45.0,7.0
B_45_F_7_B_D1,C4,0.364637076,1.7,45.0,7.0
B_45_F_7_B_D1,ISOC4,0.086707221,1.7,45.0,7.0
B_45_F_7_B_D2,C2,1.060992996,4.8,45.0,7.0
B_45_F_7_B_D2,C3,0.70787636,4.8,45.0,7.0
B_45_F_7_B_D2,C4,0.376409109,4.8,45.0,7.0
B_45_F_7_B_D2,ISOC4,0.095054744,4.8,45.0,7.0
B_45_F_7_B_D2,ISOC5,0.075008052,4.8,45.0,7.0
B_45_F_7_B_D3,C2,0.5213907915,10.2,45.0,7.0
B_45_F_7_B_D3,C3,0.681083171,10.2,45.0,7.0
B_45_F_7_B_D3,C4,0.080490455,10.2,45.0,7.0
B_45_F_7_B_D3,ISOC4,0.0818990595,10.2,45.0,7.0
B_45_F_7_B_D3,ISOC5,0.044563305,10.7,45.0,7.0
B_45_F_7_B_D4,C2,0.095674842,13.7,45.0,7.0
B_45_F_7_B_D4,C3,0.376830626,13.7,45.0,7.0
B_45_F_7_B_D4,ISOC4,0.082533459,13.7,45.0,7.0
B_45_F_7_B_D5,C3,0.063208351,20.7,45.0,7.0
B_45_F_7_B_D5,ISOC4,0.078359698,20.7,45.0,7.0
B_45_F_7_B_D6,ISOC4,0.06968798,26.8,45.0,7.0
B_45_F_7_C_D1,C2,0.784553278,1.7,45.0,7.0
B_45_F_7_C_D1,C3,0.37339269,1.7,45.0,7.0
B_45_F_7_C_D1,C4,0.838058753,1.7,45.0,7.0
B_45_F_7_C_D1,ISOC4,0.074806346,1.7,45.0,7.0
B_45_F_7_C_D1,ISOC5,0.058182841,1.7,45.0,7.0
B_45_F_7_C_D2,C2,0.758335489,4.8,45.0,7.0
B_45_F_7_C_D2,C3,0.472982311,4.8,45.0,7.0
B_45_F_7_C_D2,C4,0.893201345,4.8,45.0,7.0
B_45_F_7_C_D2,ISOC4,0.11174979,4.8,45.0,7.0
B_45_F_7_C_D2,ISOC5,0.120729149,4.8,45.0,7.0
B_45_F_7_C_D3,C2,0.1967630735,10.2,45.0,7.0
B_45_F_7_C_D3,C3,0.4920477165,10.2,45.0,7.0
B_45_F_7_C_D3,ISOC4,0.0773655295,10.2,45.0,7.0
B_45_F_7_C_D3,ISOC5,0.0560871775,10.2,45.0,7.0
B_45_F_7_C_D4,C3,0.012425464,13.7,45.0,7.0
B_45_F_7_C_D4,ISOC4,0.059451247,13.7,45.0,7.0
B_45_F_7_C_D4,ISOC5,0.01778253,13.7,45.0,7.0
B_45_F_9_A_D0,C2,0.320278571,0.0,45.0,9.0
B_45_F_9_A_D1,C2,1.575531559,1.7,45.0,9.0
B_45_F_9_A_D1,C3,0.055954166,1.7,45.0,9.0
B_45_F_9_A_D1,C4,0.387857456,1.7,45.0,9.0
B_45_F_9_A_D1,ISOC4,0.064569613,1.7,45.0,9.0
B_45_F_9_A_D1,ISOC5,0.095602675,1.7,45.0,9.0
B_45_F_9_A_D2,C2,1.937106832,4.8,45.0,9.0
B_45_F_9_A_D2,C3,0.14258189,4.8,45.0,9.0
B_45_F_9_A_D2,C4,0.249859757,4.8,45.0,9.0
B_45_F_9_A_D2,ISOC4,0.120097313,4.8,45.0,9.0
B_45_F_9_A_D2,ISOC5,0.166450247,4.8,45.0,9.0
B_45_F_9_A_D3,C2,2.4557515729999997,10.2,45.0,9.0
B_45_F_9_A_D3,C3,0.23342781099999999,10.2,45.0,9.0
B_45_F_9_A_D3,C4,0.248773626,10.2,45.0,9.0
B_45_F_9_A_D3,ISOC4,0.128444837,9.7,45.0,9.0
B_45_F_9_A_D3,ISOC5,0.161746404,10.2,45.0,9.0
B_45_F_9_A_D4,C2,2.727766388,13.7,45.0,9.0
B_45_F_9_A_D4,C3,0.221326035,13.7,45.0,9.0
B_45_F_9_A_D4,C4,0.194820814,13.7,45.0,9.0
B_45_F_9_A_D4,ISOC4,0.095279812,13.7,45.0,9.0
B_45_F_9_A_D4,ISOC5,0.146330251,13.7,45.0,9.0
B_45_F_9_A_D5,C2,3.528564351,20.7,45.0,9.0
B_45_F_9_A_D5,C3,0.27829796,20.7,45.0,9.0
B_45_F_9_A_D5,C4,0.240815903,20.7,45.0,9.0
B_45_F_9_A_D5,ISOC4,0.105516545,20.7,45.0,9.0
B_45_F_9_A_D5,ISOC5,0.161087386,20.7,45.0,9.0
B_45_F_9_A_D6,C2,4.016822549,26.8,45.0,9.0
B_45_F_9_A_D6,C3,0.251616705,26.8,45.0,9.0
B_45_F_9_A_D6,C4,0.243841449,26.8,45.0,9.0
B_45_F_9_A_D6,C6,0.076352843,26.8,45.0,9.0
B_45_F_9_A_D6,ISOC4,0.095279812,26.8,45.0,9.0
B_45_F_9_A_D6,ISOC5,0.161087386,26.8,45.0,9.0
B_45_F_9_B_D0,C2,0.599015163,0.0,45.0,9.0
B_45_F_9_B_D1,C2,1.379579845,1.7,45.0,9.0
B_45_F_9_B_D1,C3,0.050302085,1.7,45.0,9.0
B_45_F_9_B_D1,C4,0.261043188,1.7,45.0,9.0
B_45_F_9_B_D1,ISOC4,0.078359698,1.7,45.0,9.0
B_45_F_9_B_D1,ISOC5,0.109298875,1.7,45.0,9.0
B_45_F_9_B_D2,C2,1.575531559,4.8,45.0,9.0
B_45_F_9_B_D2,C3,0.110000811,4.8,45.0,9.0
B_45_F_9_B_D2,C4,0.233554591,4.8,45.0,9.0
B_45_F_9_B_D2,ISOC4,0.059451247,4.8,45.0,9.0
B_45_F_9_B_D2,ISOC5,0.100280154,4.8,45.0,9.0
B_45_F_9_B_D3,C2,1.6640060509999999,10.2,45.0,9.0
B_45_F_9_B_D3,C3,0.158143067,10.2,45.0,9.0
B_45_F_9_B_D3,C4,0.1473089645,10.2,45.0,9.0
B_45_F_9_B_D3,ISOC4,0.074806346,10.2,45.0,9.0
B_45_F_9_B_D3,ISOC5,0.11021752800000001,10.2,45.0,9.0
B_45_F_9_B_D4,C2,1.711374854,13.7,45.0,9.0
B_45_F_9_B_D4,C3,0.217628362,13.7,45.0,9.0
B_45_F_9_B_D4,C4,0.052537952,13.7,45.0,9.0
B_45_F_9_B_D4,ISOC4,0.074806346,13.7,45.0,9.0
B_45_F_9_B_D4,ISOC5,0.02849484,13.7,45.0,9.0
B_45_F_9_B_D5,C2,1.698166695,20.7,45.0,9.0
B_45_F_9_B_D5,C3,0.149680336,20.7,45.0,9.0
B_45_F_9_B_D5,C4,0.095057527,20.7,45.0,9.0
B_45_F_9_B_D5,ISOC4,0.103402267,20.7,45.0,9.0
B_45_F_9_B_D5,ISOC5,0.158830064,20.7,45.0,9.0
B_45_F_9_B_D6,C2,1.864283315,26.8,45.0,9.0
B_45_F_9_B_D6,C3,0.157174833,26.8,45.0,9.0
B_45_F_9_B_D6,C4,0.100180178,26.8,45.0,9.0
B_45_F_9_B_D6,ISOC4,0.06968798,26.8,45.0,9.0
B_45_F_9_B_D6,ISOC5,0.124905631,26.8,45.0,9.0
B_45_F_9_C_D0,C2,0.160985146,0.0,45.0,9.0
B_45_F_9_C_D0,C3,0.030297372,0.0,45.0,9.0
B_45_F_9_C_D1,C2,1.387568701,1.7,45.0,9.0
B_45_F_9_C_D1,C3,0.002854182,1.7,45.0,9.0
B_45_F_9_C_D1,C4,0.158767238,1.7,45.0,9.0
B_45_F_9_C_D1,ISOC4,0.04051329,1.7,45.0,9.0
B_45_F_9_C_D1,ISOC5,0.055275615,1.7,45.0,9.0
B_45_F_9_C_D2,C2,1.868486478,4.8,45.0,9.0
B_45_F_9_C_D2,C3,0.120946967,4.8,45.0,9.0
B_45_F_9_C_D2,C4,0.219637078,4.8,45.0,9.0
B_45_F_9_C_D2,ISOC4,0.085043079,4.8,45.0,9.0
B_45_F_9_C_D2,ISOC5,0.165764865,4.8,45.0,9.0
B_45_F_9_C_D3,C2,1.7379900510000001,10.2,45.0,9.0
B_45_F_9_C_D3,C3,0.139032666,10.2,45.0,9.0
B_45_F_9_C_D3,C4,0.17893326,10.2,45.0,9.0
B_45_F_9_C_D3,ISOC4,0.115923552,10.2,45.0,9.0
B_45_F_9_C_D3,ISOC5,0.2007410705,10.2,45.0,9.0
B_45_F_9_C_D4,C2,1.720369469,13.7,45.0,9.0
B_45_F_9_C_D4,C3,0.127150786,13.7,45.0,9.0
B_45_F_9_C_D4,C4,0.036442606,13.7,45.0,9.0
B_45_F_9_C_D4,ISOC4,0.090161446,13.7,45.0,9.0
B_45_F_9_C_D4,ISOC5,0.135617941,13.7,45.0,9.0
B_45_F_9_C_D5,C2,1.85746012,20.7,45.0,9.0
B_45_F_9_C_D5,C3,0.10967091,20.7,45.0,9.0
B_45_F_9_C_D5,C4,0.025013933,20.7,45.0,9.0
